Order_ID,Date,Customer,Category,Product,Quantity,Price,Region,Revenue
11289,2025-10-25,Karim,Electronics,Tablet,1,17115.32,Cairo,17115.32
11476,2025-11-20,Nada,Home,Desk Fan,1,1131.99,Cairo,1131.99
10071,2025-04-25,Karim,Home,Office Chair,1,3302.11,Mansoura,3302.11
10276,2025-08-03,Youssef,Accessories,Phone Stand,1,442.41,Cairo,442.41
11054,2025-11-21,Amr,Home,Coffee Maker,2,4788.12,Cairo,9576.24
11035,2025-10-17,Mariam,Electronics,Laptop,1,26860.32,Cairo,26860.32
10066,2025-01-01,Omar,Accessories,Keyboard,3,1757.86,Alexandria,5273.58
11660,2025-01-15,Amr,Accessories,Mouse,1,986.97,Qalyubia,986.97
11606,2025-08-09,Salma,Accessories,Phone Stand,1,320.67,Mansoura,320.67
11086,2025-12-18,Karim,Accessories,Phone Stand,2,189.0,Giza,378.0
11232,2025-01-03,Mariam,Electronics,Tablet,3,21192.79,Suez,63578.37
10395,2025-07-24,Karim,Electronics,Monitor,2,5258.83,Tanta,10517.66
10924,2025-04-12,Laila,Home,Desk Fan,3,1223.29,Cairo,3669.87
11765,2025-03-07,Menna,Electronics,Tablet,2,6648.64,Suez,13297.28
10112,2025-07-26,Sara,Electronics,Monitor,3,8139.16,Alexandria,24417.48
10353,2025-03-30,Mariam,Home,Office Chair,1,4713.54,Giza,4713.54
11653,2025-08-10,Salma,Electronics,Smartphone,2,18271.32,Cairo,36542.64
10860,2025-04-16,Mariam,Electronics,Monitor,1,14241.87,Tanta,14241.87
11246,2025-08-30,Amr,Home,Office Chair,1,3933.31,Giza,3933.31
11982,2025-01-07,Hana,Gaming,Gaming Chair,2,10809.53,Qalyubia,21619.06
11229,2025-02-20,Adam,Gaming,Gaming Chair,3,10059.26,Mansoura,30177.78
11406,2025-12-09,Salma,Accessories,Phone Stand,2,209.49,Ismailia,418.98
11270,2025-07-16,Adam,Electronics,Monitor,1,13751.86,Mansoura,13751.86
11062,2025-11-28,Menna,Gaming,Gaming Chair,1,6177.13,Cairo,6177.13
10629,2025-02-14,Farah,Electronics,Tablet,3,15176.12,Tanta,45528.36
10412,2025-05-12,Nada,Gaming,Gaming Chair,1,13108.03,Mansoura,13108.03
11445,2025-01-03,Ali,Gaming,Gaming Keyboard,4,3548.87,Alexandria,14195.48
10536,2025-02-16,Omar,Gaming,Gaming Keyboard,2,3227.8,Giza,6455.6
11337,2025-03-08,Youssef,Electronics,Laptop,1,41560.9,Giza,41560.9
11191,2025-01-15,Farah,Electronics,Tablet,2,12278.64,Cairo,24557.28
11517,2025-10-30,Mohamed,Home,Coffee Maker,2,3723.33,Cairo,7446.66
10070,2025-01-30,Khaled,Gaming,Gaming Chair,1,11735.53,Suez,11735.53
11125,2025-09-03,Mohamed,Home,Office Chair,1,7351.36,Giza,7351.36
10555,2025-12-17,Ali,Gaming,Gaming Chair,1,7182.62,Qalyubia,7182.62
10975,2025-05-08,Mostafa,Electronics,Laptop,3,21716.0,Tanta,65148.0
11300,2025-10-28,Laila,Home,Desk Fan,2,2207.31,Qalyubia,4414.62
11252,2025-07-28,Ahmed,Accessories,Keyboard,3,1942.89,Ismailia,5828.67
11991,2025-12-22,Nour,Home,Coffee Maker,2,2033.6,Qalyubia,4067.2
10582,2025-01-16,Mostafa,Gaming,Game Controller,1,2737.96,Giza,2737.96
11906,2025-06-22,Omar,Electronics,Monitor,2,14111.03,Alexandria,28222.06
11963,2025-09-12,Karim,Gaming,Gaming Keyboard,2,4399.32,Suez,8798.64
10722,2025-05-30,Nada,Electronics,Monitor,2,8523.4,Cairo,17046.8
11193,2025-06-04,Ali,Electronics,Headphones,1,2188.33,Suez,2188.33
11745,2025-10-21,Ahmed,Accessories,Webcam,3,1739.44,Alexandria,5218.32
10786,2025-10-31,Amr,Gaming,Game Controller,2,2228.36,Suez,4456.72
11090,2025-11-21,Laila,Electronics,Smartphone,3,23294.12,Tanta,69882.36
11470,2025-04-25,Hana,Home,Air Purifier,1,9200.54,Suez,9200.54
11549,2025-07-21,Hana,Electronics,Headphones,3,6075.9,Cairo,18227.7
10766,2025-10-01,Laila,Accessories,Mouse,4,272.21,Tanta,1088.84
11302,2025-04-30,Nour,Gaming,Gaming Headset,3,2441.58,Alexandria,7324.74
11947,2025-01-08,Youssef,Accessories,Phone Stand,3,438.31,Qalyubia,1314.93
11014,2025-10-02,Karim,Electronics,Monitor,2,8532.23,Alexandria,17064.46
10487,2025-08-30,Sara,Electronics,Laptop,1,21871.67,Alexandria,21871.67
10129,2025-03-06,Adam,Electronics,Tablet,2,6512.83,Mansoura,13025.66
11243,2025-04-26,Hana,Home,Office Chair,4,3268.45,Tanta,13073.8
11687,2025-12-22,Menna,Gaming,Gaming Headset,3,2503.41,Cairo,7510.23
11329,2025-08-13,Omar,Home,Office Chair,3,2524.94,Cairo,7574.82
10856,2025-07-14,Laila,Electronics,Laptop,2,18450.25,Mansoura,36900.5
10916,2025-07-16,Menna,Accessories,Mouse,2,391.53,Tanta,783.06
10362,2025-04-11,Sara,Home,Desk Lamp,3,756.9,Cairo,2270.7
11786,2025-06-13,Karim,Gaming,Game Controller,1,4227.25,Mansoura,4227.25
11230,2025-06-20,Sara,Accessories,Mouse,3,1030.75,Mansoura,3092.25
10257,2025-10-01,Ahmed,Gaming,Gaming Keyboard,1,4262.74,Alexandria,4262.74
11738,2025-02-26,Youssef,Electronics,Smartphone,1,15870.6,Suez,15870.6
11348,2025-11-16,Mariam,Accessories,Keyboard,3,1304.8,Suez,3914.4
11188,2025-06-08,Karim,Electronics,Monitor,2,5918.29,Alexandria,11836.58
10343,2025-12-08,Ali,Electronics,Smartphone,1,17236.67,Qalyubia,17236.67
11950,2025-04-05,Youssef,Accessories,Keyboard,3,2312.4,Giza,6937.2
11757,2025-09-23,Mariam,Gaming,Gaming Chair,2,9341.4,Qalyubia,18682.8
11041,2025-08-10,Hana,Accessories,Mouse,2,348.71,Cairo,697.42
11831,2025-02-24,Ahmed,Gaming,Gaming Headset,1,4055.43,Ismailia,4055.43
11833,2025-08-15,Mostafa,Accessories,Webcam,1,2860.16,Giza,2860.16
10308,2025-09-25,Amr,Electronics,Monitor,2,17204.45,Giza,34408.9
11567,2025-12-20,Ali,Home,Desk Lamp,3,859.5,Tanta,2578.5
10768,2025-10-02,Menna,Gaming,Gaming Mouse,1,737.84,Qalyubia,737.84
10969,2025-12-23,Mostafa,Accessories,Keyboard,4,1945.43,Mansoura,7781.72
11303,2025-03-13,Omar,Electronics,Headphones,3,1339.84,Qalyubia,4019.52
10234,2025-04-27,Hana,Accessories,USB Hub,1,398.23,Cairo,398.23
10232,2025-02-07,Youssef,Accessories,Phone Stand,2,178.48,Giza,356.96
11217,2025-07-09,Sara,Electronics,Laptop,3,30866.21,Cairo,92598.63
11804,2025-11-28,Amr,Electronics,Monitor,3,13239.91,Ismailia,39719.73
11006,2025-01-24,Adam,Home,Coffee Maker,1,4998.38,Giza,4998.38
11346,2025-12-11,Aya,Accessories,Mouse,2,1108.02,Tanta,2216.04
11068,2025-04-13,Mohamed,Electronics,Monitor,2,9625.1,Alexandria,19250.2
10901,2025-10-30,Salma,Electronics,Smartphone,2,24384.21,Mansoura,48768.42
10809,2025-02-20,Ahmed,Accessories,Webcam,1,2909.8,Cairo,2909.8
11183,2025-03-07,Laila,Home,Office Chair,2,2618.79,Cairo,5237.58
10355,2025-11-19,Mohamed,Electronics,Monitor,1,4733.48,Qalyubia,4733.48
10995,2025-06-02,Nour,Accessories,Mouse,1,759.27,Tanta,759.27
11306,2025-05-03,Farah,Gaming,Gaming Keyboard,1,1883.29,Alexandria,1883.29
11259,2025-05-29,Amr,Electronics,Monitor,3,11113.98,Qalyubia,33341.94
10306,2025-12-29,Mariam,Gaming,Gaming Headset,3,3632.22,Mansoura,10896.66
10965,2025-03-31,Mohamed,Electronics,Tablet,1,18731.2,Mansoura,18731.2
11680,2025-08-04,Aya,Home,Office Chair,1,3641.87,Cairo,3641.87
11836,2025-07-16,Youssef,Home,Desk Fan,3,2072.66,Giza,6217.98
10783,2025-03-27,Amr,Electronics,Tablet,2,19531.7,Cairo,39063.4
10753,2025-06-29,Mostafa,Home,Office Chair,3,3796.18,Alexandria,11388.54
10533,2025-02-11,Sara,Gaming,Game Controller,3,3500.83,Giza,10502.49
11311,2025-07-09,Sara,Electronics,Smartphone,3,13402.11,Ismailia,40206.33
11269,2025-12-04,Salma,Home,Coffee Maker,1,6042.68,Giza,6042.68
10615,2025-05-18,Aya,Gaming,Gaming Headset,4,2192.3,Alexandria,8769.2
10121,2025-12-04,Aya,Gaming,Gaming Mouse,2,1677.44,Alexandria,3354.88
11359,2025-09-20,Hana,Electronics,Tablet,3,17662.03,Qalyubia,52986.09
11038,2025-03-28,Amr,Home,Office Chair,3,4003.32,Cairo,12009.96
10793,2025-12-19,Aya,Accessories,Mouse,4,1791.6,Alexandria,7166.4
10765,2025-08-01,Youssef,Electronics,Smartphone,1,17132.75,Alexandria,17132.75
10782,2025-01-21,Hana,Accessories,USB Hub,2,615.85,Tanta,1231.7
10136,2025-08-31,Ali,Electronics,Smartphone,3,11627.47,Ismailia,34882.41
11324,2025-03-09,Nour,Electronics,Smartphone,1,14632.19,Alexandria,14632.19
10375,2025-03-30,Khaled,Electronics,Laptop,2,26470.08,Cairo,52940.16
10317,2025-11-04,Sara,Accessories,Webcam,1,3214.59,Suez,3214.59
11994,2025-01-09,Adam,Electronics,Monitor,2,15550.49,Ismailia,31100.98
10255,2025-09-15,Ahmed,Electronics,Laptop,1,34719.45,Ismailia,34719.45
10465,2025-01-16,Mariam,Gaming,Gaming Chair,1,9236.01,Suez,9236.01
11467,2025-07-28,Adam,Gaming,Gaming Mouse,2,2149.21,Cairo,4298.42
10110,2025-12-04,Ahmed,Electronics,Monitor,4,13147.37,Ismailia,52589.48
11610,2025-06-24,Omar,Accessories,Phone Stand,2,675.0,Cairo,1350.0
10939,2025-10-28,Ali,Electronics,Smartphone,3,11621.65,Ismailia,34864.95
11875,2025-04-21,Ahmed,Home,Coffee Maker,3,3877.27,Ismailia,11631.81
10240,2025-10-25,Mostafa,Electronics,Headphones,1,1665.51,Qalyubia,1665.51
11227,2025-03-14,Amr,Accessories,Webcam,4,2928.65,Alexandria,11714.6
11834,2025-01-26,Youssef,Home,Office Chair,2,5896.23,Mansoura,11792.46
11719,2025-03-10,Laila,Gaming,Gaming Chair,1,11851.9,Ismailia,11851.9
10213,2025-11-01,Nour,Home,Desk Lamp,1,1490.36,Suez,1490.36
11770,2025-10-24,Karim,Accessories,Webcam,1,771.25,Qalyubia,771.25
11442,2025-04-23,Mohamed,Electronics,Smartphone,2,9260.83,Qalyubia,18521.66
11860,2025-10-28,Mohamed,Home,Desk Lamp,4,1373.05,Ismailia,5492.2
10417,2025-12-06,Mohamed,Electronics,Tablet,2,7134.61,Cairo,14269.22
10352,2025-07-18,Aya,Gaming,Gaming Headset,1,3761.62,Alexandria,3761.62
11426,2025-08-23,Mariam,Gaming,Gaming Headset,4,3992.06,Mansoura,15968.24
10904,2025-01-22,Nada,Accessories,Mouse,1,1045.42,Cairo,1045.42
10345,2025-02-08,Menna,Accessories,Webcam,5,3259.13,Cairo,16295.65
11079,2025-06-12,Mostafa,Electronics,Laptop,1,42899.18,Alexandria,42899.18
10282,2025-05-01,Adam,Electronics,Laptop,1,18787.19,Cairo,18787.19
11044,2025-06-24,Ahmed,Home,Air Purifier,1,5840.57,Cairo,5840.57
10530,2025-09-17,Khaled,Gaming,Gaming Keyboard,1,3598.57,Cairo,3598.57
11138,2025-08-28,Nada,Accessories,Mouse,3,1524.45,Alexandria,4573.35
11627,2025-07-30,Hana,Electronics,Monitor,1,8083.71,Qalyubia,8083.71
10577,2025-08-29,Ahmed,Electronics,Laptop,2,30961.28,Alexandria,61922.56
10285,2025-01-18,Youssef,Accessories,Webcam,3,1238.26,Alexandria,3714.78
10212,2025-07-12,Hana,Home,Coffee Maker,3,3829.51,Alexandria,11488.53
10351,2025-12-31,Aya,Accessories,Phone Stand,4,548.33,Mansoura,2193.32
10325,2025-11-20,Mohamed,Gaming,Game Controller,1,2088.81,Qalyubia,2088.81
11889,2025-07-15,Nour,Home,Office Chair,1,3390.84,Giza,3390.84
10556,2025-03-10,Laila,Accessories,Webcam,1,3193.37,Mansoura,3193.37
10708,2025-10-09,Adam,Gaming,Game Controller,1,2611.88,Alexandria,2611.88
11621,2025-01-19,Nada,Accessories,Mouse,3,1263.06,Giza,3789.18
11331,2025-02-07,Mohamed,Accessories,USB Hub,1,803.97,Mansoura,803.97
10050,2025-09-10,Mariam,Electronics,Headphones,1,5672.04,Alexandria,5672.04
10211,2025-06-14,Ahmed,Accessories,Webcam,1,1314.11,Qalyubia,1314.11
11101,2025-08-28,Khaled,Electronics,Monitor,1,11385.89,Suez,11385.89
11358,2025-05-15,Omar,Accessories,USB Hub,5,289.01,Qalyubia,1445.05
11997,2025-04-07,Youssef,Gaming,Gaming Chair,3,11842.71,Cairo,35528.13
10987,2025-10-16,Menna,Home,Desk Fan,1,1740.74,Cairo,1740.74
11117,2025-06-06,Nada,Electronics,Headphones,1,6349.35,Alexandria,6349.35
11285,2025-10-19,Mostafa,Electronics,Monitor,2,17061.39,Alexandria,34122.78
10174,2025-02-28,Omar,Electronics,Headphones,1,6689.38,Ismailia,6689.38
10290,2025-07-05,Ali,Accessories,Webcam,1,3409.16,Mansoura,3409.16
11740,2025-04-19,Nada,Accessories,Webcam,2,815.57,Tanta,1631.14
10248,2025-06-12,Amr,Gaming,Gaming Keyboard,1,1452.68,Giza,1452.68
10238,2025-02-19,Nour,Electronics,Monitor,2,11919.63,Giza,23839.26
11287,2025-05-09,Mariam,Electronics,Smartphone,2,19573.82,Giza,39147.64
10721,2025-04-23,Adam,Gaming,Gaming Keyboard,2,3439.02,Cairo,6878.04
10638,2025-08-04,Laila,Electronics,Laptop,1,44907.27,Alexandria,44907.27
10024,2025-04-12,Mohamed,Accessories,Webcam,1,3192.56,Giza,3192.56
10603,2025-03-27,Ali,Electronics,Headphones,1,1373.5,Suez,1373.5
10064,2025-11-23,Menna,Accessories,Mouse,2,1432.48,Giza,2864.96
11724,2025-02-05,Farah,Electronics,Headphones,2,1113.15,Cairo,2226.3
10189,2025-05-16,Nada,Accessories,Webcam,4,1791.49,Mansoura,7165.96
10706,2025-11-28,Nour,Gaming,Gaming Chair,2,9583.52,Cairo,19167.04
11935,2025-03-28,Hana,Home,Coffee Maker,2,6030.61,Alexandria,12061.22
11336,2025-11-17,Adam,Home,Air Purifier,1,4124.34,Ismailia,4124.34
11238,2025-06-16,Karim,Accessories,USB Hub,5,674.84,Suez,3374.2
11966,2025-07-01,Youssef,Accessories,Phone Stand,2,464.69,Suez,929.38
11468,2025-12-11,Amr,Accessories,Mouse,1,462.11,Giza,462.11
10515,2025-06-27,Mariam,Electronics,Headphones,2,5794.26,Tanta,11588.52
10197,2025-11-28,Aya,Home,Desk Fan,1,1223.08,Cairo,1223.08
10472,2025-07-03,Nada,Gaming,Game Controller,2,4207.56,Tanta,8415.12
11936,2025-11-17,Khaled,Gaming,Gaming Chair,1,4852.68,Giza,4852.68
11286,2025-03-03,Youssef,Accessories,Webcam,1,2300.88,Qalyubia,2300.88
10271,2025-04-05,Hana,Gaming,Gaming Mouse,1,1488.72,Qalyubia,1488.72
10439,2025-02-05,Nour,Home,Office Chair,2,3033.15,Giza,6066.3
10101,2025-10-29,Nour,Electronics,Laptop,2,20363.81,,40727.62
11667,2025-10-04,Youssef,Electronics,Headphones,5,988.58,Cairo,4942.9
11539,2025-09-17,Mostafa,Electronics,Smartphone,3,19336.71,Alexandria,58010.13
11954,2025-10-28,Salma,Home,Coffee Maker,5,5037.07,Alexandria,25185.35
10221,2025-04-13,Salma,Home,Air Purifier,1,4136.95,Mansoura,4136.95
10367,2025-01-28,Aya,Gaming,Gaming Mouse,2,2368.45,Cairo,4736.9
11135,2025-01-15,Adam,Home,Desk Lamp,3,1130.74,Alexandria,3392.22
10675,2025-07-24,Nada,Accessories,Mouse,1,959.04,Ismailia,959.04
11059,2025-06-08,Amr,Accessories,Webcam,1,1490.72,Giza,1490.72
11034,2025-08-03,Sara,Electronics,Monitor,5,15946.61,Suez,79733.05
10369,2025-08-14,Farah,Electronics,Headphones,1,3404.03,Giza,3404.03
10614,2025-02-15,Karim,Electronics,Headphones,3,2550.03,Tanta,7650.09
11266,2025-11-03,Farah,Electronics,Headphones,3,3591.75,Cairo,10775.25
11375,2025-03-02,Mostafa,Electronics,Tablet,2,6804.13,Cairo,13608.26
11648,2025-01-02,Omar,Gaming,Game Controller,3,3130.21,Qalyubia,9390.63
10307,2025-12-21,Nada,Accessories,Phone Stand,2,154.43,Alexandria,308.86
10484,2025-09-03,Adam,Home,Coffee Maker,1,1529.73,Qalyubia,1529.73
11629,2025-09-12,Khaled,Electronics,Tablet,2,8916.57,Tanta,17833.14
10731,2025-04-08,Hana,Electronics,Headphones,1,865.06,Cairo,865.06
10116,2025-02-22,Sara,Gaming,Game Controller,1,2531.57,Cairo,2531.57
11953,2025-11-27,Menna,Accessories,Keyboard,3,1958.83,Giza,5876.49
11404,2025-05-09,Ali,Home,Air Purifier,4,6229.4,Alexandria,24917.6
10483,2025-06-28,Youssef,Accessories,Webcam,1,2820.9,Alexandria,2820.9
11605,2025-09-11,Karim,Electronics,Headphones,1,2260.65,Ismailia,2260.65
10652,2025-04-03,Hana,Accessories,USB Hub,2,892.3,Tanta,1784.6
11624,2025-05-01,Salma,Gaming,Game Controller,3,3059.06,Suez,9177.18
11005,2025-01-26,Mariam,Gaming,Gaming Headset,4,2253.07,Qalyubia,9012.28
11275,2025-08-11,Mostafa,Accessories,Mouse,2,1685.78,Cairo,3371.56
10079,2025-06-04,Khaled,Accessories,USB Hub,2,454.73,Alexandria,909.46
10830,2025-08-02,Ali,Accessories,USB Hub,4,289.36,Cairo,1157.44
10033,2025-10-28,Khaled,Electronics,Headphones,2,4036.11,Alexandria,8072.22
10915,2025-01-07,Ali,Accessories,Webcam,1,1303.48,Alexandria,1303.48
10937,2025-05-08,Nada,Electronics,Headphones,1,2385.61,Tanta,2385.61
10383,2025-11-29,Amr,Home,Desk Lamp,1,1149.11,Giza,1149.11
10631,2025-02-01,Ali,Home,Air Purifier,1,3654.4,Giza,3654.4
10164,2025-08-30,Nada,Accessories,Mouse,3,932.09,Giza,2796.27
10204,2025-10-10,Ahmed,Gaming,Gaming Keyboard,3,3235.92,Cairo,9707.76
11356,2025-08-20,Ahmed,Gaming,Game Controller,1,2489.04,Alexandria,2489.04
11194,2025-01-27,Mohamed,Home,Desk Lamp,1,844.91,Cairo,844.91
11576,2025-10-05,Aya,Electronics,Tablet,1,8502.1,Cairo,8502.1
10917,2025-11-17,Laila,Electronics,Monitor,1,8461.65,Qalyubia,8461.65
11250,2025-02-09,Karim,Home,Air Purifier,2,4456.89,,8913.78
11981,2025-02-26,Ahmed,Electronics,Monitor,2,5284.89,Cairo,10569.78
11713,2025-09-09,Khaled,Home,Coffee Maker,2,4626.38,Mansoura,9252.76
11700,2025-12-26,Mohamed,Accessories,Mouse,5,1235.66,Qalyubia,6178.3
11640,2025-05-27,Khaled,Gaming,Gaming Mouse,1,2132.19,Giza,2132.19
11384,2025-02-07,Sara,Electronics,Headphones,1,5020.17,Mansoura,5020.17
10219,2025-08-03,Amr,Home,Air Purifier,2,2704.38,Tanta,5408.76
11946,2025-08-29,Khaled,Accessories,Phone Stand,1,418.7,Cairo,418.7
11588,2025-01-05,Hana,Accessories,Mouse,1,874.7,Cairo,874.7
10862,2025-07-15,Youssef,Accessories,Phone Stand,1,437.04,Giza,437.04
10354,2025-09-05,Karim,Electronics,Monitor,2,15269.49,Giza,30538.98
10713,2025-01-31,Amr,Accessories,Keyboard,1,1455.23,Alexandria,1455.23
10060,2025-09-02,Aya,Electronics,Smartphone,2,16267.71,Alexandria,32535.42
11084,2025-05-18,Mostafa,Gaming,Gaming Chair,2,7063.01,Suez,14126.02
10298,2025-08-18,Laila,Electronics,Laptop,4,25713.89,Cairo,102855.56
10074,2025-11-11,Aya,Gaming,Gaming Keyboard,3,4014.84,Mansoura,12044.52
10163,2025-11-18,Youssef,Home,Coffee Maker,3,2088.81,Cairo,6266.43
10964,2025-01-30,Sara,Accessories,USB Hub,1,879.44,Cairo,879.44
11548,2025-08-29,Aya,Accessories,Mouse,3,860.84,Mansoura,2582.52
11504,2025-10-16,Mohamed,Electronics,Laptop,1,32782.98,Cairo,32782.98
11053,2025-05-06,,Gaming,Gaming Keyboard,1,4455.66,Tanta,4455.66
11927,2025-02-23,Nada,Accessories,Keyboard,3,1719.65,Mansoura,5158.95
11024,2025-10-31,Youssef,Gaming,Gaming Mouse,2,848.33,Qalyubia,1696.66
10046,2025-05-17,Karim,Home,Desk Fan,1,2397.01,Cairo,2397.01
11264,2025-09-22,Adam,Accessories,Phone Stand,1,495.71,Alexandria,495.71
11108,2025-04-05,Mohamed,Home,Desk Lamp,1,394.69,Cairo,394.69
10433,2025-03-19,Ahmed,Home,Coffee Maker,4,2276.09,Giza,9104.36
11658,2025-07-19,Omar,Electronics,Tablet,1,20960.91,Giza,20960.91
10077,2025-11-07,Salma,Home,Desk Fan,3,2092.01,Alexandria,6276.03
11932,2025-03-24,Salma,Accessories,USB Hub,4,502.28,Tanta,2009.12
11425,2025-08-06,Farah,Gaming,Game Controller,1,3168.69,Alexandria,3168.69
11473,2025-12-15,Youssef,Gaming,Gaming Mouse,2,2004.45,Alexandria,4008.9
10479,2025-03-11,Farah,Gaming,Gaming Keyboard,3,1645.76,Suez,4937.28
10454,2025-06-15,Karim,Gaming,Gaming Chair,2,8464.42,Mansoura,16928.84
10384,2025-11-07,Youssef,Gaming,Gaming Chair,4,11514.53,Giza,46058.12
10927,2025-05-01,Omar,Electronics,Smartphone,1,22125.9,Qalyubia,22125.9
10031,2025-08-19,Menna,Home,Desk Fan,2,1005.29,Mansoura,2010.58
11393,2025-02-24,Mariam,Electronics,Tablet,1,7352.26,Alexandria,7352.26
11524,2025-04-05,Ali,Electronics,Tablet,3,19419.09,Cairo,58257.27
11000,2025-07-07,Youssef,Accessories,USB Hub,1,850.42,Giza,850.42
11114,2025-07-17,Amr,Accessories,Phone Stand,3,407.39,Giza,1222.17
11058,2025-12-31,Karim,Accessories,Phone Stand,4,501.09,Alexandria,2004.36
11174,2025-02-09,Laila,Electronics,Monitor,2,16411.04,Cairo,32822.08
10863,2025-05-25,Laila,Accessories,Mouse,2,355.36,Suez,710.72
11562,2025-12-10,Karim,Electronics,Headphones,1,4952.48,Cairo,4952.48
11579,2025-10-29,Ali,Home,Office Chair,4,8907.72,Tanta,35630.88
11392,2025-08-06,Menna,Electronics,Headphones,1,3203.71,Ismailia,3203.71
11977,2025-06-19,,Electronics,Laptop,1,24021.27,Giza,24021.27
10045,2025-05-13,Karim,Electronics,Laptop,4,24401.29,Giza,97605.16
10495,2025-07-05,Amr,Accessories,Keyboard,1,1765.89,Cairo,1765.89
10169,2025-12-27,Aya,Electronics,Smartphone,2,26094.88,Cairo,52189.76
10304,2025-09-20,Farah,Home,Desk Fan,1,1387.81,Cairo,1387.81
